date,product,category,region,base_price,discount_pct,competitor_price,units_sold,revenue,cost,profit
2025-08-10T05:00:56.192Z,Refrigerator,Appliances,West,45000,40,44964.07,9,243000,322802.23,-79802.23
2025-05-20T05:00:56.193Z,Washing Machine,Appliances,South,30000,0,31015.7,7,210000,179860.76,30139.24
2025-11-29T05:00:56.193Z,Bluetooth Speaker,Electronics,North,4500,20,4630.47,7,25200,20830.55,4369.45
2025-12-25T05:00:56.193Z,Washing Machine,Appliances,West,30000,15,27604.2,1,25500,23179.78,2320.22
2025-02-12T05:00:56.193Z,Refrigerator,Appliances,Central,45000,30,51495.12,7,220500,273020.44,-52520.44
2025-11-05T05:00:56.193Z,Laptop,Electronics,South,50000,30,46792.95,11,385000,443481.31,-58481.31
2025-05-06T05:00:56.193Z,Refrigerator,Appliances,South,45000,25,45947.19,9,303750,354033.12,-50283.12
2025-04-29T05:00:56.193Z,Keyboard,Accessories,West,1800,20,2068.1,22,31680,21170.01,10509.99
2025-11-24T05:00:56.193Z,Mobile,Electronics,West,20000,15,18834.31,2,34000,28316.03,5683.97
2025-11-14T05:00:56.193Z,Smart Glasses,Wearables,West,12000,20,11046.1,10,96000,83526.6,12473.4
2025-01-25T05:00:56.193Z,Premium Mobile,Electronics,West,40000,40,38046.57,10,240000,318606.68,-78606.68
2025-08-22T05:00:56.193Z,Refrigerator,Appliances,North,45000,25,50091.22,3,101250,119916.25,-18666.25
2025-03-13T05:00:56.193Z,Power Bank,Accessories,Central,2500,20,2308.35,13,26000,18704.69,7295.31
2025-08-03T05:00:56.193Z,Smartwatch,Electronics,West,8000,30,8043.73,6,33600,32379.4,1220.6
2025-12-03T05:00:56.193Z,Washing Machine,Appliances,East,30000,30,27552.4,7,147000,179875.27,-32875.27
2026-01-17T05:00:56.193Z,Washing Machine,Appliances,West,30000,30,29201.53,7,147000,176654.42,-29654.42
2025-01-25T05:00:56.193Z,Microwave Oven,Appliances,Central,15000,20,13698.72,2,24000,23525.3,474.7
2025-10-26T05:00:56.193Z,Wireless Mouse,Accessories,Central,1200,10,1115.75,7,7560,4638.39,2921.61
2025-09-13T05:00:56.194Z,Smart Glasses,Wearables,West,12000,5,12166.95,18,205200,167140.85,38059.15
2025-03-04T05:00:56.194Z,Bluetooth Speaker,Electronics,Central,4500,5,4872.46,5,21375,13756.04,7618.96
2025-05-11T05:00:56.194Z,Headphones,Electronics,West,3000,15,3122,6,15300,11789.95,3510.05
2025-08-02T05:00:56.194Z,Smart Glasses,Wearables,North,12000,30,11164.39,10,84000,82396.9,1603.1
2025-03-01T05:00:56.194Z,Laptop,Electronics,East,50000,30,57303.27,2,70000,72380.08,-2380.08
2025-12-02T05:00:56.194Z,Power Bank,Accessories,North,2500,10,2210.47,18,40500,26389.18,14110.82
2025-06-05T05:00:56.194Z,Laptop,Electronics,South,50000,20,42940.11,5,200000,199771.23,228.77
2025-11-14T05:00:56.194Z,Tablet,Electronics,East,25000,25,22552.33,3,56250,56189.72,60.28
2025-11-28T05:00:56.194Z,Fitness Band,Wearables,North,3500,10,3825.96,16,50400,35512.63,14887.37
2025-10-09T05:00:56.194Z,Smartwatch,Electronics,West,8000,5,8134.48,3,22800,15171.32,7628.68
2025-09-10T05:00:56.194Z,Premium Mobile,Electronics,South,40000,30,38372.39,3,84000,95849.22,-11849.22
2025-08-06T05:00:56.194Z,Power Bank,Accessories,East,2500,10,2268.45,24,54000,35539.73,18460.27
2025-06-24T05:00:56.194Z,Laptop,Electronics,East,50000,30,46067.26,7,245000,274923.93,-29923.93
2025-09-27T05:00:56.194Z,Smart Glasses,Wearables,Central,12000,0,13149.78,17,204000,153644,50356
2025-12-04T05:00:56.194Z,Tablet,Electronics,South,25000,5,26684.3,8,190000,163522.52,26477.48
2025-04-03T05:00:56.194Z,Premium Mobile,Electronics,Central,40000,20,42438.07,1,32000,30309.89,1690.11
2025-05-15T05:00:56.194Z,Power Bank,Accessories,Central,2500,40,2831.82,18,27000,26810.05,189.95
2025-04-14T05:00:56.195Z,Power Bank,Accessories,Central,2500,10,2465.14,21,47250,31898.56,15351.44
2025-10-01T05:00:56.195Z,Mobile,Electronics,West,20000,25,17446.66,2,30000,29708.01,291.99
2025-03-25T05:00:56.195Z,Laptop,Electronics,West,50000,0,44980.78,5,250000,206355.03,43644.97
2025-04-22T05:00:56.195Z,Wireless Mouse,Accessories,East,1200,5,1357.15,12,13680,7578.38,6101.62
2025-04-19T05:00:56.195Z,Gaming Laptop,Electronics,North,75000,10,84189.58,5,337500,295358.33,42141.67
2025-07-26T05:00:56.195Z,Bluetooth Speaker,Electronics,Central,4500,10,5115.84,6,24300,16874.37,7425.63
2025-10-06T05:00:56.195Z,Wireless Mouse,Accessories,Central,1200,15,1366.87,9,9180,5850.44,3329.56
2025-08-07T05:00:56.195Z,Keyboard,Accessories,Central,1800,10,1653.76,24,38880,23723.55,15156.45
2025-06-25T05:00:56.195Z,Laptop,Electronics,South,50000,40,47309.82,9,270000,349608.12,-79608.12
2025-05-26T05:00:56.195Z,Bluetooth Speaker,Electronics,South,4500,0,4611.91,7,31500,21094.38,10405.62
2025-11-15T05:00:56.195Z,Wireless Mouse,Accessories,West,1200,5,1213.77,22,25080,13525.97,11554.03
2025-12-06T05:00:56.195Z,Smartwatch,Electronics,West,8000,10,7987.03,10,72000,49966,22034
2026-01-03T05:00:56.195Z,Laptop,Electronics,South,50000,40,56894.84,7,210000,291260.92,-81260.92
2025-03-27T05:00:56.195Z,Fitness Band,Wearables,South,3500,15,3328.45,16,47600,32194.24,15405.76
2025-08-15T05:00:56.195Z,Premium Mobile,Electronics,West,40000,5,34083.4,11,418000,303250.1,114749.9
2025-08-23T05:00:56.196Z,Bluetooth Speaker,Electronics,South,4500,10,4996.3,4,16200,10784.75,5415.25
2025-07-30T05:00:56.196Z,Mobile,Electronics,North,20000,25,21896.02,5,75000,75258.97,-258.97
2025-11-29T05:00:56.196Z,Bluetooth Speaker,Electronics,East,4500,30,3999.8,7,22050,21608.93,441.07
2025-02-24T05:00:56.196Z,Air Conditioner,Appliances,North,42000,25,44413.26,3,94500,102036.46,-7536.46
2025-04-26T05:00:56.196Z,Gaming Laptop,Electronics,South,75000,40,79131.25,6,270000,385130.41,-115130.41
2025-06-16T05:00:56.196Z,Wireless Mouse,Accessories,North,1200,0,1049.41,15,18000,8878.35,9121.65
2025-04-16T05:00:56.196Z,Microwave Oven,Appliances,East,15000,20,13651.65,8,96000,94542.97,1457.03
2025-06-10T05:00:56.196Z,Tablet,Electronics,North,25000,25,25517.87,2,37500,39887.17,-2387.17
2025-08-22T05:00:56.196Z,Mobile,Electronics,North,20000,0,17899.34,2,40000,28369.84,11630.16
2025-03-27T05:00:56.196Z,Air Conditioner,Appliances,Central,42000,40,42592.31,3,75600,103375.78,-27775.78
2025-08-29T05:00:56.196Z,Refrigerator,Appliances,South,45000,10,38551,1,40500,36010.94,4489.06
2025-10-31T05:00:56.196Z,Smartwatch,Electronics,North,8000,25,7090.97,5,30000,28933.69,1066.31
2025-01-21T05:00:56.196Z,Mobile,Electronics,Central,20000,30,22792.35,9,126000,131129.2,-5129.2
2025-06-23T05:00:56.196Z,Washing Machine,Appliances,East,30000,10,34140.55,1,27000,24682.09,2317.91
2025-12-24T05:00:56.196Z,Air Conditioner,Appliances,East,42000,0,46149.79,6,252000,210785.18,41214.82
2025-07-25T05:00:56.196Z,Gaming Laptop,Electronics,Central,75000,30,83937.52,2,105000,125875.86,-20875.86
2025-06-02T05:00:56.196Z,Fitness Band,Wearables,Central,3500,30,3667.63,6,14700,12521.06,2178.94
2025-02-03T05:00:56.197Z,Microwave Oven,Appliances,West,15000,40,14737.1,7,63000,84619.57,-21619.57
2025-07-22T05:00:56.197Z,Washing Machine,Appliances,West,30000,15,29897.73,8,204000,191313.48,12686.52
2025-06-20T05:00:56.197Z,Premium Mobile,Electronics,Central,40000,30,39659.02,9,252000,255469.26,-3469.26
2025-01-28T05:00:56.197Z,Washing Machine,Appliances,East,30000,20,27425.7,7,168000,161172.29,6827.71
2025-12-22T05:00:56.197Z,Mobile,Electronics,Central,20000,20,18757.74,5,80000,71017.51,8982.49
2025-10-07T05:00:56.197Z,Refrigerator,Appliances,North,45000,40,50329.39,5,135000,185472.23,-50472.23
2025-11-09T05:00:56.197Z,Washing Machine,Appliances,East,30000,5,25500.39,4,114000,92258.7,21741.3
2025-09-14T05:00:56.197Z,Power Bank,Accessories,Central,2500,40,2665.63,15,22500,21271.82,1228.18
2025-04-01T05:00:56.197Z,Mobile,Electronics,East,20000,15,19636.91,8,136000,116178.08,19821.92
2025-06-01T05:00:56.197Z,Air Conditioner,Appliances,North,42000,15,38174.8,6,214200,229305.3,-15105.3
2025-02-12T05:00:56.197Z,Tablet,Electronics,Central,25000,40,26859.47,3,45000,60082.83,-15082.83
2025-06-23T05:00:56.197Z,Fitness Band,Wearables,West,3500,5,3790.21,17,56525,35436.48,21088.52
2025-01-29T05:00:56.197Z,Premium Mobile,Electronics,Central,40000,15,44292.38,4,136000,123219.29,12780.71
2025-09-14T05:00:56.197Z,Washing Machine,Appliances,West,30000,10,31672.76,6,162000,157414.26,4585.74
2025-06-03T05:00:56.197Z,Smart Glasses,Wearables,West,12000,25,12832.86,13,117000,107944.78,9055.22
2025-11-07T05:00:56.197Z,Bluetooth Speaker,Electronics,North,4500,40,4626.76,5,13500,14851.72,-1351.72
2025-11-13T05:00:56.198Z,Headphones,Electronics,Central,3000,40,2828.35,3,5400,5768.22,-368.22
2025-03-31T05:00:56.198Z,Air Conditioner,Appliances,Central,42000,20,46473.86,4,134400,144963.87,-10563.87
2025-01-29T05:00:56.198Z,Wireless Mouse,Accessories,Central,1200,5,1162.5,9,10260,5421.16,4838.84
2025-04-25T05:00:56.198Z,Washing Machine,Appliances,South,30000,40,30243.45,5,90000,122504.71,-32504.71
2025-02-08T05:00:56.198Z,Bluetooth Speaker,Electronics,South,4500,25,4570.65,5,16875,15532.13,1342.87
2025-06-07T05:00:56.198Z,Refrigerator,Appliances,Central,45000,10,47757.91,7,283500,260447.93,23052.07
2025-09-10T05:00:56.198Z,Tablet,Electronics,West,25000,15,24980.58,3,63750,58989.12,4760.88
2025-02-26T05:00:56.198Z,Fitness Band,Wearables,North,3500,15,3095.33,15,44625,32312.34,12312.66
2025-10-06T05:00:56.198Z,Keyboard,Accessories,South,1800,20,1946.28,25,36000,24597.65,11402.35
2025-09-13T05:00:56.198Z,Keyboard,Accessories,South,1800,20,1705.53,12,17280,10883.98,6396.02
2025-03-30T05:00:56.198Z,Refrigerator,Appliances,East,45000,20,49991.37,3,108000,113885.55,-5885.55
2025-12-10T05:00:56.198Z,Wireless Mouse,Accessories,Central,1200,25,1145.23,12,10800,7257.89,3542.11
2025-06-27T05:00:56.198Z,Air Conditioner,Appliances,North,42000,40,46397.78,5,126000,183238.92,-57238.92
2025-10-21T05:00:56.198Z,Microwave Oven,Appliances,East,15000,25,14653.05,6,67500,68667.87,-1167.87
2025-03-09T05:00:56.198Z,Tablet,Electronics,South,25000,40,21715.26,11,165000,199123.07,-34123.07
2025-03-22T05:00:56.198Z,Gaming Laptop,Electronics,North,75000,20,64561.24,5,300000,321746.21,-21746.21
2025-10-04T05:00:56.198Z,Smart Glasses,Wearables,East,12000,15,13542.37,8,81600,70336.7,11263.3
2025-06-05T05:00:56.199Z,Tablet,Electronics,South,25000,15,26860.75,2,42500,38347.34,4152.66
2025-08-01T05:00:56.199Z,Headphones,Electronics,West,3000,20,2607.93,9,21600,16838.96,4761.04
2025-07-28T05:00:56.199Z,Fitness Band,Wearables,North,3500,40,3208.81,15,31500,33418.47,-1918.47
2025-02-26T05:00:56.199Z,Laptop,Electronics,Central,50000,20,44098.03,1,40000,37718.55,2281.45
2025-10-10T05:00:56.199Z,Keyboard,Accessories,South,1800,20,1689.19,13,18720,12554.56,6165.44
2025-09-12T05:00:56.199Z,Fitness Band,Wearables,East,3500,20,3101.1,9,25200,17988.23,7211.77
2026-01-15T05:00:56.199Z,Washing Machine,Appliances,South,30000,0,29804.65,4,120000,104501.55,15498.45
2025-09-04T05:00:56.199Z,Air Conditioner,Appliances,South,42000,25,38553.35,2,63000,70167.37,-7167.37
2025-01-23T05:00:56.199Z,Keyboard,Accessories,East,1800,0,1652.81,13,23400,12085.44,11314.56
2025-10-29T05:00:56.199Z,Wireless Mouse,Accessories,West,1200,15,1081.59,12,12240,6949,5291
2025-06-15T05:00:56.199Z,Premium Mobile,Electronics,East,40000,10,37893.39,3,108000,85753.7,22246.3
2025-08-04T05:00:56.199Z,Smart Glasses,Wearables,West,12000,25,13299.74,11,99000,101969.45,-2969.45
